Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022
ERP_P_20,Estimated resident population - at 30 June,Estimated resident population (no.),,,517514,528324,540112,552310,563507,567909,
ERP_21,Estimated resident population - at 30 June,Population density (persons/km2),,,7.6,7.8,7.9,8.1,8.3,8.3,
ERP_M_20,Estimated resident population - at 30 June,Estimated resident population - males (no.),,,256213,261670,267657,273723,279344,281733,
ERP_F_20,Estimated resident population - at 30 June,Estimated resident population - females (no.),,,261301,266654,272455,278587,284163,286176,
ERP_19,Estimated resident population - at 30 June,Median age - males (years),,,40.9,40.7,40.4,40.2,40,40.3,
ERP_22,Estimated resident population - at 30 June,Median age - females (years),,,43.2,43,42.8,42.6,42.5,42.8,
ERP_23,Estimated resident population - at 30 June,Median age - persons (years),,,42.1,41.9,41.7,41.4,41.3,41.6,
ERP_18,Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,,326940,333708,341138,348581,355314,356022,
ERP_17,Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,,63.2,63.2,63.2,63.1,63.1,62.7,
ERP_M_2,Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,,15486,15363,15319,15305,15269,15205,
ERP_M_3,Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,,16841,16811,16716,16660,16597,16452,
ERP_M_4,Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,,15874,16167,16741,17326,17625,17772,
ERP_M_5,Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,,16524,16547,16273,15931,15813,15973,
ERP_M_6,Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,,16501,17315,17845,17976,17443,16621,
ERP_M_7,Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,,15344,16693,18140,19718,20911,20546,
ERP_M_8,Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,,14909,15598,16567,17716,19175,19735,
ERP_M_9,Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,,13900,14355,15088,15762,16793,17569,
ERP_M_10,Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,,15527,15107,14996,15028,15152,15300,
ERP_M_11,Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,,16754,17192,17299,17194,17022,16651,
ERP_M_12,Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,,17444,16954,16800,16812,17061,17663,
ERP_M_13,Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,,18283,18676,18802,18972,18860,18395,
ERP_M_14,Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,,16977,17169,17550,18085,18481,18764,
ERP_M_15,Estimated resident population - Males - at 30 June,Males - 65-69 years (no.),,,16156,16169,16356,16556,16777,17123,
ERP_M_16,Estimated resident population - Males - at 30 June,Males - 70-74 years (no.),,,11895,12999,13840,14349,15034,15573,
ERP_M_17,Estimated resident population - Males - at 30 June,Males - 75-79 years (no.),,,8236,8683,9059,9607,10075,10552,
ERP_M_18,Estimated resident population - Males - at 30 June,Males - 80-84 years (no.),,,5250,5424,5710,6018,6361,6734,
ERP_M_19,Estimated resident population - Males - at 30 June,Males - 85 and over (no.),,,4312,4448,4556,4708,4895,5105,
ERP_M_21,Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,,6,5.9,5.7,5.6,5.5,5.4,
ERP_M_22,Estimated resident population - Males - at 30 June,Males - 5-9 years (%),,,6.6,6.4,6.2,6.1,5.9,5.8,
ERP_M_23,Estimated resident population - Males - at 30 June,Males - 10-14 years (%),,,6.2,6.2,6.3,6.3,6.3,6.3,
ERP_M_24,Estimated resident population - Males - at 30 June,Males - 15-19 years (%),,,6.4,6.3,6.1,5.8,5.7,5.7,
ERP_M_25,Estimated resident population - Males - at 30 June,Males - 20-24 years (%),,,6.4,6.6,6.7,6.6,6.2,5.9,
ERP_M_26,Estimated resident population - Males - at 30 June,Males - 25-29 years (%),,,6,6.4,6.8,7.2,7.5,7.3,
ERP_M_27,Estimated resident population - Males - at 30 June,Males - 30-34 years (%),,,5.8,6,6.2,6.5,6.9,7,
ERP_M_28,Estimated resident population - Males - at 30 June,Males - 35-39 years (%),,,5.4,5.5,5.6,5.8,6,6.2,
ERP_M_29,Estimated resident population - Males - at 30 June,Males - 40-44 years (%),,,6.1,5.8,5.6,5.5,5.4,5.4,
ERP_M_30,Estimated resident population - Males - at 30 June,Males - 45-49 years (%),,,6.5,6.6,6.5,6.3,6.1,5.9,
ERP_M_31,Estimated resident population - Males - at 30 June,Males - 50-54 years (%),,,6.8,6.5,6.3,6.1,6.1,6.3,
ERP_M_32,Estimated resident population - Males - at 30 June,Males - 55-59 years (%),,,7.1,7.1,7,6.9,6.8,6.5,
ERP_M_33,Estimated resident population - Males - at 30 June,Males - 60-64 years (%),,,6.6,6.6,6.6,6.6,6.6,6.7,
ERP_M_34,Estimated resident population - Males - at 30 June,Males - 65-69 years (%),,,6.3,6.2,6.1,6,6,6.1,
ERP_M_35,Estimated resident population - Males - at 30 June,Males - 70-74 years (%),,,4.6,5,5.2,5.2,5.4,5.5,
ERP_M_36,Estimated resident population - Males - at 30 June,Males - 75-79 years (%),,,3.2,3.3,3.4,3.5,3.6,3.7,
ERP_M_37,Estimated resident population - Males - at 30 June,Males - 80-84 years (%),,,2,2.1,2.1,2.2,2.3,2.4,
ERP_M_38,Estimated resident population - Males - at 30 June,Males - 85 and over (%),,,1.7,1.7,1.7,1.7,1.8,1.8,
ERP_F_2,Estimated resident population - Females - at 30 June,Females - 0-4 years (no.),,,14590,14546,14392,14347,14327,14250,
ERP_F_3,Estimated resident population - Females - at 30 June,Females - 5-9 years (no.),,,15638,15655,15702,15683,15770,15641,
ERP_F_4,Estimated resident population - Females - at 30 June,Females - 10-14 years (no.),,,14817,15117,15567,16153,16409,16530,
ERP_F_5,Estimated resident population - Females - at 30 June,Females - 15-19 years (no.),,,15311,15320,15199,14828,14699,14785,
ERP_F_6,Estimated resident population - Females - at 30 June,Females - 20-24 years (no.),,,15108,15848,16326,16765,16443,15560,
ERP_F_7,Estimated resident population - Females - at 30 June,Females - 25-29 years (no.),,,15193,16337,17699,19122,20045,19647,
ERP_F_8,Estimated resident population - Females - at 30 June,Females - 30-34 years (no.),,,15336,15934,16857,17803,18896,19376,
ERP_F_9,Estimated resident population - Females - at 30 June,Females - 35-39 years (no.),,,14773,15362,15814,16559,17461,17959,
ERP_F_10,Estimated resident population - Females - at 30 June,Females - 40-44 years (no.),,,16402,15794,15634,15716,15909,16381,
ERP_F_11,Estimated resident population - Females - at 30 June,Females - 45-49 years (no.),,,17732,18090,18287,18083,17899,17239,
ERP_F_12,Estimated resident population - Females - at 30 June,Females - 50-54 years (no.),,,18266,18021,17908,17849,18106,18671,
ERP_F_13,Estimated resident population - Females - at 30 June,Females - 55-59 years (no.),,,19133,19437,19767,19931,19778,19263,
ERP_F_14,Estimated resident population - Females - at 30 June,Females - 60-64 years (no.),,,17523,17959,18287,18731,19367,19924,
ERP_F_15,Estimated resident population - Females - at 30 June,Females - 65-69 years (no.),,,16397,16573,16927,17320,17590,17850,
ERP_F_16,Estimated resident population - Females - at 30 June,Females - 70-74 years (no.),,,12246,13243,14168,14884,15626,16203,
ERP_F_17,Estimated resident population - Females - at 30 June,Females - 75-79 years (no.),,,9079,9422,9644,10128,10693,11291,
ERP_F_18,Estimated resident population - Females - at 30 June,Females - 80-84 years (no.),,,6486,6642,6857,7111,7421,7768,
ERP_F_19,Estimated resident population - Females - at 30 June,Females - 85 and over (no.),,,7271,7354,7420,7574,7724,7838,
ERP_F_21,Estimated resident population - Females - at 30 June,Females - 0-4 years (%),,,5.6,5.5,5.3,5.1,5,5,
ERP_F_22,Estimated resident population - Females - at 30 June,Females - 5-9 years (%),,,6,5.9,5.8,5.6,5.5,5.5,
ERP_F_23,Estimated resident population - Females - at 30 June,Females - 10-14 years (%),,,5.7,5.7,5.7,5.8,5.8,5.8,
ERP_F_24,Estimated resident population - Females - at 30 June,Females - 15-19 years (%),,,5.9,5.7,5.6,5.3,5.2,5.2,
ERP_F_25,Estimated resident population - Females - at 30 June,Females - 20-24 years (%),,,5.8,5.9,6,6,5.8,5.4,
ERP_F_26,Estimated resident population - Females - at 30 June,Females - 25-29 years (%),,,5.8,6.1,6.5,6.9,7.1,6.9,
ERP_F_27,Estimated resident population - Females - at 30 June,Females - 30-34 years (%),,,5.9,6,6.2,6.4,6.6,6.8,
ERP_F_28,Estimated resident population - Females - at 30 June,Females - 35-39 years (%),,,5.7,5.8,5.8,5.9,6.1,6.3,
ERP_F_29,Estimated resident population - Females - at 30 June,Females - 40-44 years (%),,,6.3,5.9,5.7,5.6,5.6,5.7,
ERP_F_30,Estimated resident population - Females - at 30 June,Females - 45-49 years (%),,,6.8,6.8,6.7,6.5,6.3,6,
ERP_F_31,Estimated resident population - Females - at 30 June,Females - 50-54 years (%),,,7,6.8,6.6,6.4,6.4,6.5,
ERP_F_32,Estimated resident population - Females - at 30 June,Females - 55-59 years (%),,,7.3,7.3,7.3,7.2,7,6.7,
